temperature_C,substrate,boron_species_BOH2,boron_species_BPin,ligand,case,dG_TM_react_8_kcal_mol,dG_TM_react_9_kcal_mol,dG_TM_reactant_10_kcal_mol,dG_TM_reactant_kcal_mol,dG_TM_TS_kcal_mol,dG_TM_product_kcal_mol,total_barrier_kcal_mol,standard_state
70,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,RuPhos,case4,3.2395053394138813,-20.579670026432723,-9.149785907007754,-8.23022988718003,6.732559091411531,-24.9243866330944,27.312229117844254,1bar
70,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,SPhos,case1,-11.678637859411538,,-11.584475189913064,-6.863977033644915,1.5098683298565447,-24.462096105329692,13.188506189268082,1bar
70,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,SPhos,case2,9.905658493749797,5.554672610480338,-0.5190258924849331,16.40516566345468,16.086276744492352,-10.301431336440146,16.605302636977285,1bar
70,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,SPhos,case3,9.905658493749797,-0.8795151384547353,1.6250529228709638,1.00876286579296,10.112314471509308,-14.4918027757667,10.991829609964043,1bar
70,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,SPhos,case4,3.354410440661013,-24.206228722818196,-10.32576500158757,-4.462013941723853,2.84287204220891,-30.90696689626202,27.049100765027106,1bar
70,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,tBu3,case1,-1.1197156372945756,-0.2619281073566526,-4.753589439904317,-0.5438206698745489,8.076720845652744,-16.710876821307465,12.830310285557061,1bar
70,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,tBu3,case2,-8.208804787602276,-0.9798121906351298,-6.865537971956655,-1.8989055794663727,3.0992861392442137,-17.066196036990732,11.30809092684649,1bar
70,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,tBu3,case3,-8.208804787602276,-5.237832555081695,-7.546582545386627,-2.4279407288413495,5.646120942663401,-19.796132850460708,13.854925730265677,1bar
70,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,tBu3,case4,3.5230384373571724,-7.068256606347859,-3.315515981055796,-3.759035828523338,-1.443920607212931,-30.866123049519956,5.624335999134928,1bar
70,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,XPhos,case1,-10.795241826213896,-15.21065002400428,-11.437832586467266,1.1122351414524019,8.147083985619247,-14.232509361114353,23.357734009623528,1bar
70,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,XPhos,case2,-23.914618874900043,-17.177630913443863,-8.82045355066657,-6.013398532755673,0.19293345091864467,-11.545509120449424,24.107552325818688,1bar
70,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,XPhos,case3,-23.914618874900043,-22.773869758471847,-14.210874125361443,-9.391680571716279,-0.7648610407486558,-14.733365417923778,23.149757834151387,1bar
70,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,XPhos,case4,-33.94579321984202,-34.90983712626621,-25.34026377648115,-24.9867998464033,-14.721617377363145,-41.96005902485922,20.188219748903066,1bar
90,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,PCy3,case1,-32.76283582672477,-22.53558992082253,-10.486444105859846,-7.303179247304797,0.7121588652953506,-17.315331168938428,33.47499469202012,1bar
90,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,PCy3,case2,-17.734924834687263,-15.197887004353106,-8.474106842651963,-8.134371271822602,3.505625549238175,-17.038273772224784,21.240550383925438,1bar
90,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,PCy3,case3,-17.734924835152924,-24.37213717866689,-12.041147695854306,-10.010490234475583,1.794919056352228,-20.12477733939886,26.167056235019118,1bar
90,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,PCy3,case4,-32.816069091204554,-27.06731461826712,-15.483879884704947,-1.3127287374809384,0.13958173245191574,-29.664442257024348,32.95565082365647,1bar
90,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,PPh3,case1,-15.547874838579446,-23.55044877063483,-8.861449927091599,-8.068030036054552,-1.1376227652654052,-15.145407313015312,22.412826005369425,1bar
90,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,PPh3,case2,-11.639469022396952,-20.38275376521051,-9.62380707077682,-7.765943423844874,-0.4421021300368011,-15.395616576541215,19.940651635173708,1bar
90,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,PPh3,case3,-11.639469022396952,-22.729925913736224,-11.087260579224676,-8.829576901625842,0.07228131871670485,-16.529820014256984,22.80220723245293,1bar
90,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,PPh3,case4,-14.681521281599998,-31.5995817752555,-12.904013752937317,-9.450873420573771,-4.320482733659446,-26.943551630713046,27.279099041596055,1bar
90,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,AmPhos,case2,-15.04458673670888,-10.388835319317877,-5.316878127399832,-4.045451109763235,3.8600427112542093,-16.637870667036623,18.90462944796309,1bar
90,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,AmPhos,case3,-15.04458673670888,-14.747268110048026,-8.808174648787826,-4.732631380204111,3.8829269749112427,-16.570398388896137,18.927513711620122,1bar
90,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,AmPhos,case4,-16.878056609537452,-13.336811075918376,-10.116562406532466,-9.649616975337267,-4.2367009948939085,-33.19543120358139,12.641355614643544,1bar
90,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,Catacxium_A,case1,-12.30182288074866,-11.242280634120107,-6.283314685802907,-5.692769562359899,1.95593540975824,-15.242696193046868,14.2577582905069,1bar
90,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,Catacxium_A,case2,-13.98814761498943,-5.9159072590991855,-6.569867102894932,-2.9770201183855534,1.640417433809489,-16.61929206131026,15.628565048798919,1bar
90,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,Catacxium_A,case3,-13.98814761498943,-8.465834902133793,-10.784270419273525,-8.079655342269689,1.8219620804302394,-17.972471218556166,15.81010969541967,1bar
90,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,Catacxium_A,case4,-8.720876081380993,-18.749125590082258,-9.98855118919164,-6.432633471675217,0.6828812323510647,-32.879462408367544,19.432006822433323,1bar
90,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,RuPhos,case2,-7.74841272784397,-11.219087475910783,-8.196705525740981,-10.258149312343448,4.099188699387014,-21.081543812528253,15.318276175297797,1bar
90,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,RuPhos,case3,-7.74841272784397,-12.406621023081243,-11.731458335649222,-8.967469306197017,3.7636889331042767,-29.60177426226437,16.17030995618552,1bar
90,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,RuPhos,case4,4.62076485902071,-18.053830217570066,-7.995442577172071,-7.0330625073984265,7.907116601243615,-24.708608613349497,25.96094681881368,1bar
90,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,SPhos,case1,-10.150312759447843,,-10.36885239975527,-5.643589883111417,2.7548020002432168,-24.149969754740596,13.123654399998486,1bar
90,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,SPhos,case2,11.337119343224913,8.094983000308275,0.7108355178497732,17.625961943063885,17.295338904950768,-10.007197466213256,16.584503387100995,1bar
90,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,SPhos,case3,11.337119343224913,1.6444333014078438,2.7235099826939404,2.1283712252043188,11.228642261587083,-14.312278735917062,9.58420896017924,1bar
90,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,SPhos,case4,4.88137480057776,-21.497970752883703,-9.099673731718212,-3.1870565116405487,4.117240772116929,-30.58228396670893,25.615211525000632,1bar
90,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,tBu3,case1,0.3217804627493024,2.1950753128621727,-3.5403845896944404,0.6837180703878403,9.271848625969142,-16.538709660992026,12.812233215663582,1bar
90,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,tBu3,case2,-6.887308767531067,1.6410409200470895,-5.6695604817941785,-0.7314414093270898,4.235523029230535,-16.886109416838735,11.122831796761602,1bar
90,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,tBu3,case3,-6.887308767996728,-2.743620405206457,-6.407458765432239,-1.2566569792106748,6.7459008526057005,-19.645374630577862,13.633209620602429,1bar
90,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,tBu3,case4,4.870636227307841,-4.570240436121821,-2.175287771038711,-2.607211478287354,-0.2653635470196605,-30.640055309748277,4.304876889102161,1bar
90,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,XPhos,case1,-9.247132695745677,-12.464985974133015,-10.141095477156341,2.334138071164489,9.391148445662111,-13.990605311468244,21.856134419795126,1bar
90,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,XPhos,case2,-22.42570132529363,-14.483976634219289,-7.575334150809795,-4.753276563249528,1.3859902201220393,-11.23114261124283,23.81169154541567,1bar
90,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,XPhos,case3,-22.42570132529363,-20.09622552897781,-12.999826095066965,-8.228328901808709,0.35462667886167765,-14.513133478350937,22.780328004155308,1bar
90,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,XPhos,case4,-32.63617103919387,-32.26901540579274,-24.193767946213484,-23.826309696305543,-13.530597847420722,-41.71845863433555,19.105573191773146,1bar
110,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,PCy3,case1,-31.415220716036856,-19.85955031076446,-9.270967286080122,-6.077639877330512,1.8678289651870728,-17.10851806914434,33.28304968122393,1bar
110,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,PCy3,case2,-16.40692866453901,-12.646749044768512,-7.273091992828995,-6.992632722016424,4.6654091090895236,-16.865394122432917,21.072337773628533,1bar
110,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,PCy3,case3,-16.40692866500467,-21.93364272918552,-10.9282520362176,-8.91127609461546,2.797644126228988,-20.031396409496665,24.73128685541451,1bar
110,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,PCy3,case4,-31.415339041035622,-24.322313827928156,-14.211429694667459,-0.06458951719105244,1.321316722780466,-29.36238232674077,32.73665576381609,1bar
110,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,PPh3,case1,-14.190950928721577,-21.00809795083478,-7.658231047447771,-6.936831946019083,0.02338190423324704,-14.974770373199135,21.031479855068028,1bar
110,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,PPh3,case2,-10.240283612161875,-17.79423436522484,-8.415265860967338,-6.5981649942696095,0.7215377795509994,-15.208515756763518,18.515772144775838,1bar
110,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,PPh3,case3,-10.240283612627536,-20.19777929317206,-9.952157479245216,-7.676555511541665,1.1480895085260272,-16.347980374004692,21.34586880169809,1bar
110,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,PPh3,case4,-13.27375136129558,-28.99689575470984,-11.665113132447004,-8.26671624975279,-3.11212236341089,-26.637639100663364,25.88477339129895,1bar
110,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,AmPhos,case2,-13.555431966669858,-7.723127628676593,-4.080921716988087,-2.8435862390324473,5.060097461566329,-16.36198712605983,18.615529428236187,1bar
110,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,AmPhos,case3,-13.555431966669858,-12.121713100001216,-7.620965768583119,-3.6472004698589444,5.007305224891752,-16.368953849188983,18.56273719156161,1bar
110,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,AmPhos,case4,-15.426229799631983,-10.654849796090275,-8.945861936546862,-8.40843477519229,-3.0635438850149512,-32.90544887352735,12.362685914617032,1bar
110,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,Catacxium_A,case1,-10.920862380415201,-8.660387873649597,-5.068622545804828,-4.526229452341795,3.134288369677961,-15.028366402722895,14.055150750093162,1bar
110,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,Catacxium_A,case2,-12.6144615765661,-3.346300109755248,-5.370515933260322,-1.8260094486176968,2.783342123031616,-16.436869071330875,15.397803699597716,1bar
110,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,Catacxium_A,case3,-12.614461576100439,-5.92571466229856,-9.654672509524971,-6.978153882548213,2.890607740264386,-17.80538174835965,15.505069316364825,1bar
110,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,Catacxium_A,case4,-7.2843815414235,-16.095617429353297,-8.752246828749776,-5.268988511059433,1.900994652416557,-32.580743248108774,17.996612081769854,1bar
110,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,RuPhos,case2,-6.309023907408118,-8.505934435874224,-6.985951695591211,-9.136633472051471,5.220409609377384,-20.784625711850822,14.357043081428856,1bar
110,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,RuPhos,case3,-6.3090239078737795,-9.882056443486363,-10.584729125723243,-7.8082848666235805,4.889762612991035,-29.422615172341466,15.474491738714278,1bar
110,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,RuPhos,case4,6.0023792795836926,-15.527559486217797,-6.842382857110351,-5.838302897289395,9.082379091531038,-24.491472053341568,24.609938577748835,1bar
110,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,SPhos,case1,-8.619872479699552,,-9.154864759650081,-4.424632983282208,3.998491150327027,-23.83651953469962,13.153355909977108,1bar
110,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,SPhos,case2,12.766741113737226,10.634379270952195,1.9387597478926182,18.844578803516924,18.5031400853768,-9.712035525590181,16.56438033748418,1bar
110,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,SPhos,case3,12.766741113737226,4.169756810646504,3.821243442595005,3.2461358653381467,12.34424996189773,-14.130211325827986,9.098114096559584,1bar
110,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,SPhos,case4,6.409311560448259,-18.790410732850432,-7.871130701620132,-1.9128520917147398,5.39261490246281,-30.254333086311817,24.183025635313243,1bar
110,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,tBu3,case1,1.7631558128632605,4.6500795527826995,-2.3282721396535635,1.9080685400404036,10.466292775701731,-16.36550738150254,12.794564915355295,1bar
110,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,tBu3,case2,-5.567235708003864,4.261712739709765,-4.476179682184011,0.4325509602203965,5.369783848989755,-16.705300837289542,10.937019556993619,1bar
110,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,tBu3,case3,-5.567235708003864,-0.24818891566246748,-5.268734225304797,-0.08748644939623773,7.845803682459518,-19.491695100674406,13.413039390463382,1bar
110,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,tBu3,case4,6.217756617348641,-2.0724061555229127,-1.0364589807577431,-1.4580717086791992,0.9118671333417296,-30.412326369434595,2.9842732888646424,1bar
110,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,XPhos,case1,-7.701509405858815,-9.719847773667425,-8.848080076742917,3.5524901915341616,10.63340974599123,-13.746878330595791,20.353257519658655,1bar
110,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,XPhos,case2,-20.939368375577033,-11.795093833934516,-6.332568410318345,-3.4956656834110618,2.5760469203814864,-10.917028410825878,23.51541529595852,1bar
110,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,XPhos,case3,-20.939368375577033,-17.417663969565183,-11.790655785240233,-7.067118882201612,1.4738686284981668,-14.290642438456416,22.4132370040752,1bar
110,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,XPhos,case4,-31.32568947924301,-29.628211666364223,-23.0474196462892,-22.668995486572385,-12.341608417686075,-41.475529964547604,18.984081061556935,1bar
