temp_C,substrate,boron species (BOH2),boron species (BPin),ligand,case,dG_TM_react_8_kcal_mol,dG_TM_react_9_kcal_mol,dG_TM_reactant_10_kcal_mol,dG_TM_reactant_kcal_mol,dG_TM_TS_kcal_mol,dG_TM_product_kcal_mol,total_barrier_kcal_mol,standard_state
70,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,XPhos,case1,-13.080314826213897,-19.78079602400428,-13.722905586467267,-1.1728378585475983,5.862010985619246,-14.232509361114353,25.642807009623528,1M
70,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,XPhos,case2,-26.199691874900044,-21.747776913443865,-11.105526550666571,-8.298471532755674,-2.0921395490813555,-11.545509120449424,24.107552325818688,1M
70,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,XPhos,case3,-26.199691874900044,-27.344015758471848,-16.495947125361443,-11.67675357171628,-3.049934040748656,-14.733365417923778,24.29408171772319,1M
70,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,XPhos,case4,-36.230866219842014,-39.47998312626621,-27.625336776481152,-27.2718728464033,-17.006690377363146,-41.96005902485922,22.473292748903066,1M
90,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,PCy3,case1,-35.22197182672477,-27.453861920822533,-12.945580105859847,-9.762315247304798,-1.7469771347046494,-17.315331168938428,33.47499469202012,1M
90,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,PCy3,case2,-20.194060834687264,-20.116159004353108,-10.933242842651964,-10.593507271822602,1.0464895492381752,-17.038273772224784,21.240550383925438,1M
90,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,PCy3,case3,-20.194060835152925,-29.29040917866689,-14.500283695854307,-12.469626234475584,-0.6642169436477721,-20.12477733939886,28.62619223501912,1M
90,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,PCy3,case4,-35.275205091204555,-31.98558661826712,-17.94301588470495,-3.7718647374809384,-2.3195542675480842,-29.664442257024348,32.95565082365647,1M
90,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,PPh3,case1,-18.007010838579447,-28.46872077063483,-11.3205859270916,-10.527166036054552,-3.596758765265405,-15.145407313015312,24.871962005369426,1M
90,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,PPh3,case2,-14.098605022396953,-25.30102576521051,-12.082943070776821,-10.225079423844875,-2.901238130036801,-15.395616576541215,22.39978763517371,1M
90,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,PPh3,case3,-14.098605022396953,-27.648197913736226,-13.546396579224677,-11.288712901625843,-2.386854681283295,-16.529820014256984,25.26134323245293,1M
90,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,PPh3,case4,-17.1406572816,-36.5178537752555,-15.363149752937318,-11.910009420573772,-6.779618733659446,-26.943551630713046,29.738235041596056,1M
90,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,AmPhos,case2,-17.50372273670888,-15.307107319317877,-7.776014127399832,-6.504587109763235,1.4009067112542093,-16.637870667036623,18.90462944796309,1M
90,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,AmPhos,case3,-17.50372273670888,-19.665540110048028,-11.267310648787827,-7.191767380204111,1.4237909749112427,-16.570398388896137,21.08933108495927,1M
90,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,AmPhos,case4,-19.337192609537453,-18.255083075918378,-12.575698406532467,-12.108752975337268,-6.6958369948939085,-33.19543120358139,12.641355614643544,1M
90,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,Catacxium_A,case1,-14.76095888074866,-16.16055263412011,-8.742450685802908,-8.1519055623599,-0.50320059024176,-15.242696193046868,15.657352043878348,1M
90,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,Catacxium_A,case2,-16.44728361498943,-10.834179259099185,-9.029003102894933,-5.436156118385553,-0.818718566190511,-16.61929206131026,15.628565048798919,1M
90,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,Catacxium_A,case3,-16.44728361498943,-13.384106902133793,-13.243406419273526,-10.53879134226969,-0.6371739195697605,-17.972471218556166,15.81010969541967,1M
90,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,Catacxium_A,case4,-11.180012081380994,-23.66739759008226,-12.44768718919164,-8.891769471675218,-1.7762547676489353,-32.879462408367544,21.891142822433324,1M
90,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,RuPhos,case2,-10.207548727843971,-16.137359475910785,-10.655841525740982,-12.71728531234345,1.640052699387014,-21.081543812528253,17.777412175297798,1M
90,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,RuPhos,case3,-10.207548727843971,-17.324893023081245,-14.190594335649223,-11.426605306197018,1.3045529331042767,-29.60177426226437,18.62944595618552,1M
90,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,RuPhos,case4,2.16162885902071,-22.972102217570068,-10.454578577172072,-9.492198507398427,5.447980601243615,-24.708608613349497,28.420082818813682,1M
90,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,SPhos,case1,-12.609448759447844,,-12.82798839975527,-8.102725883111418,0.29566600024321676,-24.149969754740596,13.123654399998486,1M
90,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,SPhos,case2,8.877983343224912,3.1767110003082752,-1.7483004821502268,15.166825943063884,14.836202904950767,-10.007197466213256,16.584503387100995,1M
90,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,SPhos,case3,8.877983343224912,-3.273838698592156,0.2643739826939404,-0.3307647747956812,8.769506261587082,-14.312278735917062,12.043344960179239,1M
90,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,SPhos,case4,2.4222388005777598,-26.416242752883704,-11.558809731718213,-5.646192511640549,1.6581047721169293,-30.58228396670893,28.074347525000633,1M
90,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,tBu3,case1,-2.1373555372506976,-2.7231966871378273,-5.99952058969444,-1.7754179296121597,6.812712625969142,-16.538709660992026,12.812233215663582,1M
90,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,tBu3,case2,-9.346444767531068,-3.2772310799529105,-8.12869648179418,-3.1905774093270898,1.776387029230535,-16.886109416838735,11.122831796761602,1M
90,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,tBu3,case3,-9.34644476799673,-7.661892405206457,-8.86659476543224,-3.7157929792106748,4.2867648526057005,-19.645374630577862,13.633209620602429,1M
90,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,tBu3,case4,2.411500227307841,-9.488512436121821,-4.634423771038711,-5.066347478287354,-2.7244995470196605,-30.640055309748277,6.764012889102161,1M
90,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,XPhos,case1,-11.706268695745678,-17.383257974133016,-12.600231477156342,-0.1249979288355112,6.932012445662111,-13.990605311468244,24.315270419795127,1M
90,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,XPhos,case2,-24.88483732529363,-19.40224863421929,-10.034470150809796,-7.212412563249528,-1.0731457798779607,-11.23114261124283,23.81169154541567,1M
90,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,XPhos,case3,-24.88483732529363,-25.014497528977813,-15.458962095066966,-10.68746490180871,-2.1045093211383223,-14.513133478350937,22.90998820783949,1M
90,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,XPhos,case4,-35.09530703919387,-37.187287405792745,-26.652903946213485,-26.285445696305544,-15.989733847420723,-41.71845863433555,21.19755355837202,1M
110,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,PCy3,case1,-34.05060971603686,-25.13032831076446,-11.906356286080122,-8.713028877330512,-0.7675600348129272,-17.10851806914434,33.28304968122393,1M
110,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,PCy3,case2,-19.04231766453901,-17.917527044768512,-9.908480992828995,-9.628021722016424,2.0300201090895236,-16.865394122432917,21.072337773628533,1M
110,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,PCy3,case3,-19.04231766500467,-27.20442072918552,-13.5636410362176,-11.54666509461546,0.1622551262289882,-20.031396409496665,27.36667585541451,1M
110,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,PCy3,case4,-34.050728041035626,-29.593091827928156,-16.84681869466746,-2.6999785171910524,-1.314072277219534,-29.36238232674077,32.73665576381609,1M
110,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,PPh3,case1,-16.826339928721577,-26.27887595083478,-10.29362004744777,-9.572220946019083,-2.612007095766753,-14.974770373199135,23.666868855068028,1M
110,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,PPh3,case2,-12.875672612161875,-23.065012365224838,-11.050654860967338,-9.23355399426961,-1.9138512204490006,-15.208515756763518,21.151161144775838,1M
110,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,PPh3,case3,-12.875672612627536,-25.46855729317206,-12.587546479245216,-10.311944511541665,-1.4872994914739728,-16.347980374004692,23.98125780169809,1M
110,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,PPh3,case4,-15.90914036129558,-34.26767375470984,-14.300502132447004,-10.90210524975279,-5.74751136341089,-26.637639100663364,28.52016239129895,1M
110,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,AmPhos,case2,-16.190820966669857,-12.993905628676593,-6.716310716988087,-5.478975239032447,2.424708461566329,-16.36198712605983,18.615529428236187,1M
110,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,AmPhos,case3,-16.190820966669857,-17.392491100001216,-10.256354768583119,-6.282589469858944,2.371916224891752,-16.368953849188983,19.764407324892968,1M
110,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,AmPhos,case4,-18.061618799631983,-15.925627796090275,-11.581250936546862,-11.04382377519229,-5.698932885014951,-32.90544887352735,12.362685914617032,1M
110,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,Catacxium_A,case1,-13.556251380415201,-13.931165873649597,-7.704011545804828,-7.161618452341795,0.4988993696779609,-15.028366402722895,14.430065243327558,1M
110,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,Catacxium_A,case2,-15.2498505765661,-8.617078109755248,-8.005904933260322,-4.461398448617697,0.14795312303161623,-16.436869071330875,15.397803699597716,1M
110,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,Catacxium_A,case3,-15.249850576100439,-11.19649266229856,-12.290061509524971,-9.613542882548213,0.25521874026438596,-17.80538174835965,15.505069316364825,1M
110,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,Catacxium_A,case4,-9.9197705414235,-21.366395429353297,-11.387635828749776,-7.904377511059433,-0.7343943475834429,-32.580743248108774,20.632001081769854,1M
110,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,RuPhos,case2,-8.944412907408118,-13.776712435874224,-9.621340695591211,-11.772022472051471,2.585020609377384,-20.784625711850822,16.361733045251608,1M
110,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,RuPhos,case3,-8.94441290787378,-15.152834443486363,-13.220118125723243,-10.44367386662358,2.254373612991035,-29.422615172341466,17.407208056477398,1M
110,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,RuPhos,case4,3.3669902795836926,-20.798337486217797,-9.477771857110351,-8.473691897289395,6.446990091531038,-24.491472053341568,27.245327577748835,1M
110,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,SPhos,case1,-11.255261479699552,,-11.790253759650081,-7.060021983282208,1.3631021503270269,-23.83651953469962,13.153355909977108,1M
110,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,SPhos,case2,10.131352113737226,5.363601270952195,-0.6966292521073818,16.209189803516924,15.8677510853768,-9.712035525590181,16.56438033748418,1M
110,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,SPhos,case3,10.131352113737226,-1.1010211893534958,1.185854442595005,0.6107468653381467,9.70886096189773,-14.130211325827986,10.809882151251227,1M
110,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,SPhos,case4,3.773922560448259,-24.061188732850432,-10.506519701620132,-4.54824109171474,2.7572259024628103,-30.254333086311817,26.818414635313243,1M
110,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,tBu3,case1,-0.8722331871367395,-0.6206984472173005,-4.9636611396535635,-0.7273204599595964,7.8309037757017315,-16.36550738150254,12.794564915355295,1M
110,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,tBu3,case2,-8.202624708003864,-1.0090652602902352,-7.111568682184011,-2.2028380397796035,2.734394848989755,-16.705300837289542,10.937019556993619,1M
110,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,tBu3,case3,-8.202624708003864,-5.518966915662467,-7.904123225304797,-2.7228754493962377,5.210414682459518,-19.491695100674406,13.413039390463382,1M
110,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,tBu3,case4,3.582367617348641,-7.343184155522913,-3.671847980757743,-4.093460708679199,-1.7235218666582703,-30.412326369434595,5.619662288864642,1M
110,3_bromoquinoline,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,XPhos,case1,-10.336898405858815,-14.990625773667425,-11.483469076742917,0.9171011915341616,7.99802074599123,-13.746878330595791,22.988646519658655,1M
110,3_chloropyridine,BOH2Ar_compound_2_as_BOH2_35-dimethylisoxazole-4-boronic_acid,BPinAr_compound_2_as_BPin_35-dimethylisoxazole-4-boronate,XPhos,case2,-23.574757375577033,-17.065871833934516,-8.967957410318345,-6.131054683411062,-0.059342079618513566,-10.917028410825878,23.51541529595852,1M
110,3_chloropyridine,BOH2Ar_compound_6_benzofuran-2-boronic_acid,BPinAr_compound_6_benzofuran-2-boronate,XPhos,case3,-23.574757375577033,-22.688441969565183,-14.426044785240233,-9.702507882201612,-1.1615203715018332,-14.290642438456416,22.4132370040752,1M
110,2_chloropyridine,BOH2Ar_compound_9_as_BOH2_1-Boc-pyrrole-2-boronic_acid,BPinAr_compound_9_as_BPin_1-Boc-pyrrole-2-boronate,XPhos,case4,-33.961078479243014,-34.89898966636422,-25.6828086462892,-25.304384486572385,-14.976997417686075,-41.475529964547604,19.921992248678148,1M
